date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:13:36	26833/26833	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-68d1%22	https://www.jsconfar.com/static/images/speakers/alex-sexton.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/speakers/alex-sexton.jpg	(from https://www.jsconfar.com/)
20:13:37	15249/15249	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-3b91%22	https://www.jsconfar.com/static/images/speakers/nathan-rajlich.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/speakers/nathan-rajlich.jpg	(from https://www.jsconfar.com/)
20:13:37	6561/6561	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-19a1%22	https://www.jsconfar.com/static/images/speakers/jason-chen.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/speakers/jason-chen.jpg	(from https://www.jsconfar.com/)
20:13:38	23867/23867	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-5d3b%22	https://www.jsconfar.com/static/images/speakers/julian-duque.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/speakers/julian-duque.jpg	(from https://www.jsconfar.com/)
20:13:38	30936/30936	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-78d8%22	https://www.jsconfar.com/static/images/speakers/alvaro-videla.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/speakers/alvaro-videla.jpg	(from https://www.jsconfar.com/)
20:13:39	11846/11846	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-2e46%22	https://www.jsconfar.com/static/images/speakers/tomasz-janczuk.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/speakers/tomasz-janczuk.jpg	(from https://www.jsconfar.com/)
20:13:39	10009/10009	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-2719%22	https://www.jsconfar.com/static/images/speakers/andreas-gal.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/speakers/andreas-gal.jpg	(from https://www.jsconfar.com/)
20:13:39	11093/11093	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-2b55%22	https://www.jsconfar.com/static/images/speakers/brendan-eich.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/speakers/brendan-eich.jpg	(from https://www.jsconfar.com/)
20:13:40	7197/7197	---M--	200	added ('OK')	image/png	etag:%22544c6d06-1c1d%22	https://www.jsconfar.com/static/images/tickets-gone.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/tickets-gone.png	(from https://www.jsconfar.com/)
20:13:40	8427/8427	---M--	200	added ('OK')	image/png	etag:%22546ca815-20eb%22	https://www.jsconfar.com/static/images/sponsors/wordpress-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/wordpress-logo.png	(from https://www.jsconfar.com/)
20:13:41	3393/3393	---M--	200	added ('OK')	image/png	etag:%22544c6d06-d41%22	https://www.jsconfar.com/static/images/sponsors/google-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/google-logo.png	(from https://www.jsconfar.com/)
20:13:41	2787/2787	---M--	200	added ('OK')	image/png	etag:%22544c6d06-ae3%22	https://www.jsconfar.com/static/images/sponsors/auth0-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/auth0-logo.png	(from https://www.jsconfar.com/)
20:13:42	3413/3413	---M--	200	added ('OK')	image/png	etag:%22544c6d06-d55%22	https://www.jsconfar.com/static/images/sponsors/digitalocean-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/digitalocean-logo.png	(from https://www.jsconfar.com/)
20:13:42	1695/1695	---M--	200	added ('OK')	image/png	etag:%22544c6d06-69f%22	https://www.jsconfar.com/static/images/sponsors/github-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/github-logo.png	(from https://www.jsconfar.com/)
20:13:42	3211/3211	---M--	200	added ('OK')	image/png	etag:%22544c6d06-c8b%22	https://www.jsconfar.com/static/images/sponsors/aerolab-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/aerolab-logo.png	(from https://www.jsconfar.com/)
20:13:43	2481/2481	---M--	200	added ('OK')	image/png	etag:%22544c6d06-9b1%22	https://www.jsconfar.com/static/images/sponsors/mango-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/mango-logo.png	(from https://www.jsconfar.com/)
20:13:43	2687/2687	---M--	200	added ('OK')	image/png	etag:%22544c6d06-a7f%22	https://www.jsconfar.com/static/images/sponsors/apiary-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/apiary-logo.png	(from https://www.jsconfar.com/)
20:13:44	4478/4478	---M--	200	added ('OK')	image/png	etag:%22544c6d06-117e%22	https://www.jsconfar.com/static/images/sponsors/mejorandola-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/mejorandola-logo.png	(from https://www.jsconfar.com/)
20:13:44	1630/1630	---M--	200	added ('OK')	image/png	etag:%22544c6d06-65e%22	https://www.jsconfar.com/static/images/sponsors/skycatch-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/skycatch-logo.png	(from https://www.jsconfar.com/)
20:13:44	4779/4779	---M--	200	added ('OK')	image/png	etag:%22545d4e64-12ab%22	https://www.jsconfar.com/static/images/sponsors/globant-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/globant-logo.png	(from https://www.jsconfar.com/)
20:13:45	2137/2137	---M--	200	added ('OK')	image/png	etag:%22544fc127-859%22	https://www.jsconfar.com/static/images/sponsors/mozilla-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/mozilla-logo.png	(from https://www.jsconfar.com/)
20:13:45	4203/4203	---M--	200	added ('OK')	image/png	etag:%22546ca815-106b%22	https://www.jsconfar.com/static/images/sponsors/mandrill-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/mandrill-logo.png	(from https://www.jsconfar.com/)
20:13:46	2958/2958	---M--	200	added ('OK')	image/png	etag:%22544c6d06-b8e%22	https://www.jsconfar.com/static/images/sponsors/terra-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/terra-logo.png	(from https://www.jsconfar.com/)
20:13:47	2048/2048	---M--	200	added ('OK')	image/png	etag:%22544c6d06-800%22	https://www.jsconfar.com/static/images/sponsors/nodesource-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/nodesource-logo.png	(from https://www.jsconfar.com/)
20:13:47	3669/3669	---M--	200	added ('OK')	image/png	etag:%22544c6d06-e55%22	https://www.jsconfar.com/static/images/sponsors/shovelapps-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/shovelapps-logo.png	(from https://www.jsconfar.com/)
20:13:47	3926/3926	---M--	200	added ('OK')	image/png	etag:%22544c6d06-f56%22	https://www.jsconfar.com/static/images/sponsors/mercadolibre-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/mercadolibre-logo.png	(from https://www.jsconfar.com/)
20:13:48	3542/3542	---M--	200	added ('OK')	image/png	etag:%22544daf0b-dd6%22	https://www.jsconfar.com/static/images/sponsors/scvsoft-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/scvsoft-logo.png	(from https://www.jsconfar.com/)
20:13:48	7741/7741	---M--	200	added ('OK')	image/png	etag:%22545d4e64-1e3d%22	https://www.jsconfar.com/static/images/sponsors/saucelabs-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/saucelabs-logo.png	(from https://www.jsconfar.com/)
20:13:49	6802/6802	---M--	200	added ('OK')	image/png	etag:%22546ca815-1a92%22	https://www.jsconfar.com/static/images/sponsors/xapo-logo.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/sponsors/xapo-logo.png	(from https://www.jsconfar.com/)
20:13:50	95786/95786	---MC-	200	added ('OK')	text/javascript	date:Fri,%2016%20Oct%202015%2018:27:31%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js	C:/xampp/htdocs/ACM%20Site/ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js	(from https://www.jsconfar.com/)
20:13:50	177/177	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Jan%202016%2014:43:55%20GMT	https://www.jsconfar.com/js/jquery.min.js	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/js/jquery.min.js	(from https://www.jsconfar.com/)
20:13:52	177/177	---MCZ	403	error ('Forbidden')	text/html	date:Thu,%2021%20Jan%202016%2014:43:57%20GMT	https://www.jsconfar.com/static/game_assets/	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/game_assets/index.html	(from https://www.jsconfar.com/)
20:13:53	21235/21235	---M--	200	added ('OK')	application/octet-stream	etag:%225446abc6-52f3%22	https://www.jsconfar.com/static/styles/fonts/inputmono-regular-webfont.eot	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/fonts/inputmono-regular-webfont.eot	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:13:53	21235/21235	---M--	200	added ('OK')	application/octet-stream	etag:%225446abc6-52f3%22	https://www.jsconfar.com/static/styles/fonts/inputmono-regular-webfont.eot?	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/fonts/inputmono-regular-webfontd41d.eot	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:13:54	24488/24488	---M--	200	added ('OK')	application/octet-stream	etag:%225446abc6-5fa8%22	https://www.jsconfar.com/static/styles/fonts/inputmono-regular-webfont.woff	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/fonts/inputmono-regular-webfont.woff	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:13:55	47608/47608	---M--	200	added ('OK')	application/octet-stream	etag:%225446abc6-b9f8%22	https://www.jsconfar.com/static/styles/fonts/inputmono-regular-webfont.ttf	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/fonts/inputmono-regular-webfont.ttf	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:13:55	21470/21470	---M--	200	added ('OK')	application/octet-stream	etag:%225446abc6-53de%22	https://www.jsconfar.com/static/styles/fonts/inputmono-bold-webfont.eot	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/fonts/inputmono-bold-webfont.eot	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:13:55	21470/21470	---M--	200	added ('OK')	application/octet-stream	etag:%225446abc6-53de%22	https://www.jsconfar.com/static/styles/fonts/inputmono-bold-webfont.eot?	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/fonts/inputmono-bold-webfontd41d.eot	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:13:56	25048/25048	---M--	200	added ('OK')	application/octet-stream	etag:%225446abc6-61d8%22	https://www.jsconfar.com/static/styles/fonts/inputmono-bold-webfont.woff	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/fonts/inputmono-bold-webfont.woff	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:13:57	48304/48304	---M--	200	added ('OK')	application/octet-stream	etag:%225446abc6-bcb0%22	https://www.jsconfar.com/static/styles/fonts/inputmono-bold-webfont.ttf	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/fonts/inputmono-bold-webfont.ttf	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:13:57	11806/11806	---M--	200	added ('OK')	image/png	etag:%22546cb733-2e1e%22	https://www.jsconfar.com/static/styles/images/sprite.png?20141025	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/sprited756.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:13:58	27634/27634	---M--	200	added ('OK')	image/png	etag:%22546cb733-6bf2%22	https://www.jsconfar.com/static/styles/images/sprite@2x.png?20141025	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/sprite@2xd756.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:13:58	2907/2907	---M--	200	added ('OK')	image/png	etag:%22544c6d06-b5b%22	https://www.jsconfar.com/static/styles/images/illustration-sky.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/illustration-sky.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:13:59	2491/2491	---M--	200	added ('OK')	image/png	etag:%22544c6d06-9bb%22	https://www.jsconfar.com/static/styles/images/obelisk.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/obelisk.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:13:59	2291/2291	---M--	200	added ('OK')	image/png	etag:%22546cb733-8f3%22	https://www.jsconfar.com/static/game_assets/ui/input.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/game_assets/ui/input.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:00	167893/167893	---M--	200	added ('OK')	image/png	etag:%22546ca815-28fd5%22	https://www.jsconfar.com/static/styles/images/illustration.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/illustration.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:00	7485/7485	---M--	200	added ('OK')	image/gif	etag:%22546cb733-1d3d%22	https://www.jsconfar.com/static/game_assets/ui/loading.gif	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/game_assets/ui/loading.gif	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:00	3959/3959	---M--	200	added ('OK')	image/png	etag:%22546cb733-f77%22	https://www.jsconfar.com/static/game_assets/ui/error.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/game_assets/ui/error.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:01	2341/2341	---M--	200	added ('OK')	image/png	etag:%22544c6d06-925%22	https://www.jsconfar.com/static/styles/images/flags.png?20141017	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/flagsec70.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:01	358/358	---M--	200	added ('OK')	image/png	etag:%2254580347-166%22	https://www.jsconfar.com/static/styles/images/close-button.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/close-button.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:02	52636/52636	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-cd9c%22	https://www.jsconfar.com/static/images/auditorium.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/auditorium.jpg	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:02	5916/5916	---M--	200	added ('OK')	image/png	etag:%22544c6d06-171c%22	https://www.jsconfar.com/static/styles/images/illustration-tickets.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/illustration-tickets.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:02	4596/4596	---M--	200	added ('OK')	image/png	etag:%22544c6d06-11f4%22	https://www.jsconfar.com/static/styles/images/progress-flag@2x.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/progress-flag@2x.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:03	39468/39468	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-9a2c%22	https://www.jsconfar.com/static/images/hotels/hotel-belair.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/hotels/hotel-belair.jpg	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:03	29391/29391	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-72cf%22	https://www.jsconfar.com/static/images/hotels/hotel-dazzler.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/hotels/hotel-dazzler.jpg	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:04	38818/38818	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-97a2%22	https://www.jsconfar.com/static/images/hotels/hotel-intersur.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/hotels/hotel-intersur.jpg	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:05	44699/44699	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-ae9b%22	https://www.jsconfar.com/static/images/hotels/hotel-loisuites.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/hotels/hotel-loisuites.jpg	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:05	46213/46213	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-b485%22	https://www.jsconfar.com/static/images/hotels/hotel-melia.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/hotels/hotel-melia.jpg	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:06	63582/63582	---M--	200	added ('OK')	image/jpeg	etag:%22544daf0b-f85e%22	https://www.jsconfar.com/static/images/hotels/hotel-urban.jpg	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/hotels/hotel-urban.jpg	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:06	44660/44660	---M--	200	added ('OK')	image/png	etag:%22546ca815-ae74%22	https://www.jsconfar.com/static/styles/images/illustration-footer.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/illustration-footer.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:06	5825/5825	---M--	200	added ('OK')	image/png	etag:%22544c6d06-16c1%22	https://www.jsconfar.com/static/styles/images/inputs@2x.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/inputs@2x.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:07	2449/2449	---M--	200	added ('OK')	image/gif	etag:%22544c6d06-991%22	https://www.jsconfar.com/static/styles/images/loading.gif	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/loading.gif	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:07	6381/6381	---M--	200	added ('OK')	image/gif	etag:%22544c6d06-18ed%22	https://www.jsconfar.com/static/styles/images/loading-payment.gif	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/loading-payment.gif	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:07	2244/2244	---M--	200	added ('OK')	image/png	etag:%22544c6d06-8c4%22	https://www.jsconfar.com/static/styles/images/backterminalhandle2.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/backterminalhandle2.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:08	26691/26691	---M--	200	added ('OK')	image/png	etag:%225479575c-6843%22	https://www.jsconfar.com/static/images/breaks.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/breaks.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:08	4796/4796	---M--	200	added ('OK')	image/png	etag:%225479575c-12bc%22	https://www.jsconfar.com/static/images/break-sponsors.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/images/break-sponsors.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:09	8380/8380	---M--	200	added ('OK')	image/png	etag:%22544c6d06-20bc%22	https://www.jsconfar.com/static/styles/images/illustration-mobile.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/illustration-mobile.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:09	2171/2171	---M--	200	added ('OK')	image/png	etag:%22544c6d06-87b%22	https://www.jsconfar.com/static/styles/images/obelisk-mobile.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/obelisk-mobile.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:10	7726/7726	---M--	200	added ('OK')	image/png	etag:%22544c6d06-1e2e%22	https://www.jsconfar.com/static/styles/images/illustration-footer-mobile.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/illustration-footer-mobile.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:10	6662/6662	---M--	200	added ('OK')	image/png	etag:%22544c6d06-1a06%22	https://www.jsconfar.com/static/styles/images/illustration-sky@2x.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/illustration-sky@2x.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
20:14:11	3823/3823	---M--	200	added ('OK')	image/png	etag:%22544c6d06-eef%22	https://www.jsconfar.com/static/styles/images/obelisk@2x.png	C:/xampp/htdocs/ACM%20Site/www.jsconfar.com/static/styles/images/obelisk@2x.png	(from https://www.jsconfar.com/static/styles/styles.css?201411290200)
